Noise	Error
0.02	0.014244907371005117
0.02	0.014399803525055509
0.02	0.014279048462339905
0.02	0.014246452663866784
0.02	0.42579134885496667
0.03	0.014245522581520117
0.03	0.014247247283714687
0.03	0.014399761767817654
0.03	0.014400026476473435
0.03	0.014400858093445814
0.03	0.014399833341033863
0.03	0.014269031194275313
0.03	0.014268293305109573
0.03	0.014402222331567351
0.03	0.014456604241009197
0.03	0.42579129058593274
0.03	0.014400023206913472
0.03	0.014247618289302872
0.03	0.014249373905184605
0.03	0.01439972189597074
0.03	0.014252940464267345
0.03	0.014344370880788736
0.03	0.01428062275198985
0.03	0.014250932075061546
0.03	0.014248888670069312
0.03	0.014400516106808836
0.03	0.01440032332993786
0.03	0.014400467083543679
0.03	0.014279786362123284
0.03	0.014245180561462043
0.03	0.014400459440958274
0.03	0.01440022129818873
0.03	0.42579024843891844
0.03	0.014400054185346187
0.03	0.014402280077151079
0.03	0.014399985282775881
0.03	0.014402247901109036
0.03	0.014242319394660042
0.03	0.014401561908752246
0.03	0.014400379917760114
0.03	0.014401888082364462
0.03	0.014273022847202926
0.03	0.014243566596695225
0.03	0.014248372568573333
0.03	0.014250045344004293
0.03	0.014344443978733565
0.03	0.014399132203909476
0.03	0.014401945474947896
0.03	0.4257907046726939
0.03	0.01434398315987151
0.03	0.014275900211109187
0.03	0.014400009447713415
0.03	0.4257909444894335
0.03	0.014242518474731932
0.03	0.014399923152777105
0.03	0.42578884472834166
0.03	0.014244914417215199
0.03	0.014261327164978568
0.03	0.014400302843183282
0.03	0.42579780748143314
0.03	0.014247464000852793
0.03	0.014337594872141816
0.03	0.014249313721976136
0.03	0.014241774845733423
0.03	0.014277511823794083
0.03	0.014400275283464593
0.03	0.014399904983395854
0.03	0.4257914158011275
0.03	0.42579046712777296
0.03	0.014399187768892308
0.03	0.014400269124093356
0.03	0.014240428537027722
0.03	0.014399825563939244
0.03	0.014247323067567498
0.03	0.425791232623593
0.03	0.014250873270397117
0.03	0.42579089035983037
0.03	0.42579108440868313
0.03	0.42579090505921247
0.03	0.014400012898302107
0.03	0.4257910820611073
0.03	0.014250986354120228
0.03	0.014401863653047341
0.03	0.42579156178784944
0.03	0.014402504773263642
0.03	0.014274422823126182
0.03	0.014400473824866736
0.03	0.014249454200699313
0.03	0.014456410680930745
0.03	0.014276269589927539
0.03	0.4257895991405452
0.03	0.0142739147276916
0.03	0.014264977420911365
0.03	0.014247336505688388
0.03	0.0142791064135349
0.03	0.014400293618205131
0.03	0.42579128987566756
0.03	0.42579121668265163
0.03	0.014402369319567761
0.03	0.014250222058373863
0.03	0.014277892772757303
0.03	0.4257905789885189
0.03	0.01440144844285907
0.03	0.014247037591402867
0.03	0.014280857840617148
0.04	0.42579141548458105
0.04	0.014400741744460977
0.04	0.014401449586562542
0.04	0.014402088323871924
0.04	0.42579111332236813
0.04	0.014399944329644246
0.04	0.01424141255279248
0.04	0.014246361676224069
0.04	0.014402134589425217
0.04	0.4257914471846834
0.04	0.014260076411721171
0.04	0.4257699438942276
0.04	0.014250926250030722
0.04	0.014401257632966038
0.04	0.42578734892728015
0.04	0.014276979085765609
0.04	0.014400360907694133
0.04	0.014249085598859691
0.04	0.014270008306957183
0.04	0.014342705425727385
0.04	0.014400107500954657
0.04	0.014402242509797214
0.04	0.42579138827190754
0.04	0.014401331180541006
0.04	0.014399734991884084
0.04	0.014401893503653613
0.04	0.014400315142166067
0.04	0.014399543171740385
0.04	0.014400873060429422
0.04	0.01426594480596256
0.04	0.014402181497574346
0.04	0.4257914427812926
0.04	0.014349811553836887
0.04	0.014400028440807545
0.04	0.014343338429697582
0.04	0.014242566115225053
0.04	0.014344388474401573
0.04	0.014400080578698684
0.04	0.014246950665925628
0.04	0.01440001549865875
0.04	0.014400406708830821
0.04	0.014280281827921659
0.04	0.014400063095004008
0.04	0.014401347606893313
0.04	0.014399779056673738
0.04	0.4257904040483397
0.04	0.014399640353841073
0.04	0.014400175745700801
0.04	0.014401811771610672
0.04	0.014398565138893883
0.04	0.014399973989673106
0.04	0.014401800577898244
0.04	0.014399779460518085
0.04	0.42579113055114415
0.04	0.014399922552520726
0.04	0.014338191343308247
0.04	0.01440030722155559
0.04	0.4257874343911387
0.04	0.014399975971564118
0.04	0.014275618080057683
0.04	0.014400158193616727
0.04	0.014400184357695151
0.04	0.014247129719628793
0.04	0.42579131919941676
0.04	0.014276074959111379
0.04	0.014456670013668987
0.04	0.42579106120139376
0.04	0.014401929279836318
0.04	0.4257913058533091
0.04	0.014279205349654267
0.04	0.014399766222355354
0.04	0.014244434967408402
0.04	0.014263327526082914
0.04	0.014400112115878381
0.04	0.014243503170085207
0.04	0.4257906332303665
0.04	0.42579035152363426
0.04	0.014274806459550343
0.04	0.2706032059863925
0.04	0.014275112320280678
0.04	0.014399627934433019
0.04	0.4257903901422109
0.04	0.014259864792440024
0.04	0.014400176833847993
0.04	0.4257907469859455
0.04	0.01440097313415717
0.04	0.42578151978535483
0.04	0.42579061942989127
0.04	0.014342423993489194
0.04	0.014399574230122735
0.04	0.4257906972060837
0.04	0.4257898712326197
0.04	0.014262366056740966
0.04	0.42579057079823845
0.04	0.014242286731045845
0.04	0.01426177870553484
0.04	0.014245097745035943
0.04	0.014245300878217678
0.04	0.014249597027025515
0.04	0.4257908851251233
0.05	0.014399321717481943
0.05	0.4257638676775728
0.05	0.014455177596519316
0.05	0.4257909468840712
0.05	0.014242742451833254
0.05	0.01439831387561194
0.05	0.014241150568703656
0.05	0.014276429207712464
0.05	0.014401251790354863
0.05	0.014399670045421495
0.05	0.014399784175341563
0.05	0.42579148202217676
0.05	0.4257914415118988
0.05	0.01424222239588612
0.05	0.42579106759755214
0.05	0.4257908869778448
0.05	0.014267472104858736
0.05	0.014402012514066349
0.05	0.014274527739955849
0.05	0.014250991582720852
0.05	0.014270478122989587
0.05	0.014400124480040145
0.05	0.014402521976113901
0.05	0.4257913052119783
0.05	0.42579153736860453
0.05	0.014248688024867727
0.05	0.01424868817975247
0.05	0.014400129071480467
0.05	0.014338656499483312
0.05	0.014247054563465143
0.05	0.4257913456482523
0.05	0.014400227439497463
0.05	0.014341954279338414
0.05	0.014274770027756158
0.05	0.014274689470557636
0.05	0.4257910704125248
0.05	0.014401484615958481
0.05	0.01427407887347143
0.05	0.014247017014084923
0.05	0.014280715231610138
0.05	0.01439969433447011
0.05	0.014278214444126263
0.05	0.425791033673182
0.05	0.014244365846967132
0.05	0.014398803128173331
0.05	0.4257912873634638
0.05	0.014280345655863447
0.05	0.014244249848849875
0.05	0.014249033576748473
0.05	0.014247799482399764
0.05	0.014399932033693807
0.05	0.014401324592770482
0.05	0.4257911774792069
0.05	0.01427657404756877
0.05	0.014276711391574395
0.05	0.01439960964933674
0.05	0.014400841937102078
0.05	0.2705997246028103
0.05	0.014274030399072109
0.05	0.014280142302555655
0.05	0.014400423909312057
0.05	0.014400419163174808
0.05	0.01440003988619334
0.05	0.4257901903005485
0.05	0.014249329240269138
0.05	0.014246376588061473
0.05	0.01424578204720355
0.05	0.014399654406815992
0.05	0.014342159969745964
0.05	0.014401291523345084
0.05	0.2705946998958168
0.05	0.01424651219106494
0.05	0.014400530844832202
0.05	0.4257909467073579
0.05	0.01440188000722891
0.05	0.014400079860215749
0.05	0.014399522806786767
0.05	0.014267024187150215
0.05	0.014402150418905076
0.05	0.014401929402109213
0.05	0.014399554506935816
0.05	0.42557077706039326
0.05	0.014401855777294996
0.05	0.014247552107420245
0.05	0.014344650248989203
0.05	0.014280102824526767
0.05	0.01440029035707112
0.05	0.014399955637064608
0.05	0.01426240320900587
0.05	0.01424401135861528
0.05	0.014399665150290649
0.05	0.01424966721553123
0.05	0.014400148277187311
0.05	0.014400585757263957
0.05	0.01440110168692818
0.05	0.014401099008360773
0.05	0.014277783083165428
0.05	0.01424620323357867
0.05	0.4257911433820562
0.05	0.014248035520361928
0.060000000000000005	0.42579035211760774
0.060000000000000005	0.01440090143484896
0.060000000000000005	0.014401118142826028
0.060000000000000005	0.01440013143336938
0.060000000000000005	0.014276963065049072
0.060000000000000005	0.014243744605112161
0.060000000000000005	0.014400617083770216
0.060000000000000005	0.014399589024289816
0.060000000000000005	0.014401627513748355
0.060000000000000005	0.014280173644119336
0.060000000000000005	0.4257889748067863
0.060000000000000005	0.014399462590117157
0.060000000000000005	0.014399932338712193
0.060000000000000005	0.0144010258599286
0.060000000000000005	0.014402443842695668
0.060000000000000005	0.42578865513228326
0.060000000000000005	0.014246021821775659
0.060000000000000005	0.014400059428942652
0.060000000000000005	0.014280673436333187
0.060000000000000005	0.014344500758321992
0.060000000000000005	0.014400002898630672
0.060000000000000005	0.42577895261977067
0.060000000000000005	0.014277536682130826
0.060000000000000005	0.4257911959184298
0.060000000000000005	0.014269819106127091
0.060000000000000005	0.014401700064340424
0.060000000000000005	0.014245319234250977
0.060000000000000005	0.01423764654207872
0.060000000000000005	0.01427255003436748
0.060000000000000005	0.014253668111649916
0.060000000000000005	0.014400158401120043
0.060000000000000005	0.014247304125399329
0.060000000000000005	0.014279951925512908
0.060000000000000005	0.014400395245152662
0.060000000000000005	0.014249787594596034
0.060000000000000005	0.014264399044578333
0.060000000000000005	0.014242914354901076
0.060000000000000005	0.014247727617689538
0.060000000000000005	0.01440192777545353
0.060000000000000005	0.014399910322942045
0.060000000000000005	0.01424505693036577
0.060000000000000005	0.014338219503617007
0.060000000000000005	0.014400535704817495
0.060000000000000005	0.014400780146527042
0.060000000000000005	0.014401884976127667
0.060000000000000005	0.014399765267422362
0.060000000000000005	0.014398342002725852
0.060000000000000005	0.014400442078545888
0.060000000000000005	0.014400039060507342
0.060000000000000005	0.014400518295037443
0.060000000000000005	0.01439980573840126
0.060000000000000005	0.014279737224798824
0.060000000000000005	0.014249096943139255
0.060000000000000005	0.014249438713497958
0.060000000000000005	0.014275240804024626
0.060000000000000005	0.4257930204318091
0.060000000000000005	0.014243890682031822
0.060000000000000005	0.014399917833516235
0.060000000000000005	0.4257933319495586
0.060000000000000005	0.4257912960238005
0.060000000000000005	0.014242194566360512
0.060000000000000005	0.01440206562056774
0.060000000000000005	0.014244167557104347
0.060000000000000005	0.01439897983485157
0.060000000000000005	0.01424716206225527
0.060000000000000005	0.014400294553007972
0.060000000000000005	0.014400527100025377
0.060000000000000005	0.014401810127668512
0.060000000000000005	0.01440016966215549
0.060000000000000005	0.01424281820553219
0.060000000000000005	0.014456636695178906
0.060000000000000005	0.014401319604581218
0.060000000000000005	0.014401869485724899
0.060000000000000005	0.014401399053442667
0.060000000000000005	0.014399841823620226
0.060000000000000005	0.014265577043017206
0.060000000000000005	0.014402311140203019
0.060000000000000005	0.014400645552285549
0.060000000000000005	0.014399894153037461
0.060000000000000005	0.014398074146915843
0.060000000000000005	0.014401220752509904
0.060000000000000005	0.01440002363281794
0.060000000000000005	0.01427527937264687
0.060000000000000005	0.014454222838238105
0.060000000000000005	0.014276916800526406
0.060000000000000005	0.01424700731130313
0.060000000000000005	0.014248372662983691
0.060000000000000005	0.0144004465388544
0.060000000000000005	0.42579140910623003
0.060000000000000005	0.42579082283366504
0.060000000000000005	0.014279708835440929
0.060000000000000005	0.01427578616178958
0.060000000000000005	0.014400162493891873
0.060000000000000005	0.42578194864815655
0.060000000000000005	0.4257911480775141
0.060000000000000005	0.014400148866895246
0.060000000000000005	0.4257908779041141
0.060000000000000005	0.014268237842243752
0.060000000000000005	0.01440044912597334
0.060000000000000005	0.014399406998854562
0.06999999999999999	0.014399701648304732
0.06999999999999999	0.014400350311016216
0.06999999999999999	0.014337518579068375
0.06999999999999999	0.42579133356162374
0.06999999999999999	0.014257190566389272
0.06999999999999999	0.014270011553497795
0.06999999999999999	0.42579160701747737
0.06999999999999999	0.014275867358322357
0.06999999999999999	0.014399880147653865
0.06999999999999999	0.014400023912276287
0.06999999999999999	0.014398167014409841
0.06999999999999999	0.014399775246029626
0.06999999999999999	0.014246599802685663
0.06999999999999999	0.014398788500399114
0.06999999999999999	0.014402186182520151
0.06999999999999999	0.42578856239743945
0.06999999999999999	0.014248173646601145
0.06999999999999999	0.01424484499536937
0.06999999999999999	0.014247614094961794
0.06999999999999999	0.01427896040664681
0.06999999999999999	0.014400061922650233
0.06999999999999999	0.01427745888534562
0.06999999999999999	0.01439950076691744
0.06999999999999999	0.01439988498204504
0.06999999999999999	0.42579080880691905
0.06999999999999999	0.014399823196020666
0.06999999999999999	0.014402132947074212
0.06999999999999999	0.4257911743318845
0.06999999999999999	0.014399741925646869
0.06999999999999999	0.014401823338681213
0.06999999999999999	0.4257913240823088
0.06999999999999999	0.014400536828137848
0.06999999999999999	0.014401128547744245
0.06999999999999999	0.014400676338950149
0.06999999999999999	0.014400201716712325
0.06999999999999999	0.014272626205767107
0.06999999999999999	0.01427881568332469
0.06999999999999999	0.4257907562351417
0.06999999999999999	0.014246760313034942
0.06999999999999999	0.014274187127925832
0.06999999999999999	0.014399714425897258
0.06999999999999999	0.01440008597501294
0.06999999999999999	0.42579113748304726
0.06999999999999999	0.014400158889415537
0.06999999999999999	0.014402383000996133
0.06999999999999999	0.014400665861519111
0.06999999999999999	0.014401875587520029
0.06999999999999999	0.014245882322546914
0.06999999999999999	0.4257917209155493
0.06999999999999999	0.014250430546633027
0.06999999999999999	0.014401588532297145
0.06999999999999999	0.014244955242726759
0.06999999999999999	0.014250098361307452
0.06999999999999999	0.4257617249977608
0.06999999999999999	0.4258000299905644
0.06999999999999999	0.42578952370091927
0.06999999999999999	0.0143997336174148
0.06999999999999999	0.014401801711265852
0.06999999999999999	0.014280177625101637
0.06999999999999999	0.014399739013906883
0.06999999999999999	0.014401666644307658
0.06999999999999999	0.01440167653899736
0.06999999999999999	0.014399913208708804
0.06999999999999999	0.42579105651969584
0.06999999999999999	0.4257911864889729
0.06999999999999999	0.014401623817327043
0.06999999999999999	0.014245657229452683
0.06999999999999999	0.014247117885565794
0.06999999999999999	0.42579111857068824
0.06999999999999999	0.01439996148921065
0.06999999999999999	0.4257913363473348
0.06999999999999999	0.014401928939393566
0.06999999999999999	0.425790910326244
0.06999999999999999	0.42579103340069835
0.06999999999999999	0.4257913702453872
0.06999999999999999	0.014399659214560701
0.06999999999999999	0.014401952008139615
0.06999999999999999	0.014245028637621492
0.06999999999999999	0.014250382554300639
0.06999999999999999	0.014399913369201916
0.06999999999999999	0.01427635255514531
0.06999999999999999	0.014399822946096463
0.06999999999999999	0.014248493942802263
0.06999999999999999	0.014399521369628136
0.06999999999999999	0.42579177830659853
0.06999999999999999	0.014456283829348321
0.06999999999999999	0.014399735521805998
0.06999999999999999	0.014275172853328515
0.06999999999999999	0.014400299164989156
0.06999999999999999	0.014249337395907469
0.06999999999999999	0.4257913285205421
0.06999999999999999	0.014400351724766012
0.06999999999999999	0.42579098904244456
0.06999999999999999	0.0144000245823295
0.06999999999999999	0.425791112789202
0.06999999999999999	0.014400081196223376
0.06999999999999999	0.014252452470568918
0.06999999999999999	0.014243341482463924
0.06999999999999999	0.014244272035460262
0.06999999999999999	0.014400429124501282
0.08	0.4257904502822353
0.08	0.01440062773509612
0.08	0.014398410975597464
0.08	0.014400150578821536
0.08	0.01439990684482816
0.08	0.014244068158928206
0.08	0.4257899035372354
0.08	0.4257835543005039
0.08	0.014342959934104676
0.08	0.014400446724294894
0.08	0.42579116500574005
0.08	0.014402108273750224
0.08	0.01426565267292575
0.08	0.014246461207239316
0.08	0.014400569951164257
0.08	0.014253713841586801
0.08	0.014402337716480924
0.08	0.014241896039959387
0.08	0.014279547189374367
0.08	0.014251921544269975
0.08	0.014399612080411447
0.08	0.42578014500788647
0.08	0.014400001653320194
0.08	0.4257886250290857
0.08	0.014243024759674856
0.08	0.425790927873594
0.08	0.4257905365097004
0.08	0.014402199059147013
0.08	0.014276628545462829
0.08	0.014279314080109481
0.08	0.4257911247780544
0.08	0.4257899192881115
0.08	0.014277809041699712
0.08	0.014402095049840644
0.08	0.01426062615585269
0.08	0.01440052606196673
0.08	0.01424555282173757
0.08	0.014252224599157978
0.08	0.014400849601255913
0.08	0.014402184259181864
0.08	0.425791624649415
0.08	0.014400171607109264
0.08	0.014400392300574931
0.08	0.01439984129089287
0.08	0.01440209862848904
0.08	0.01439981926933694
0.08	0.014402029371320953
0.08	0.014399374513258624
0.08	0.014247058285308261
0.08	0.014338530160142644
0.08	0.425791251632045
0.08	0.014400267127677302
0.08	0.014247116203262815
0.08	0.014273071132311542
0.08	0.01440133843967855
0.08	0.01424325381546504
0.08	0.014454508826038642
0.08	0.014279960792931324
0.08	0.01440025773888083
0.08	0.014344150584223619
0.08	0.42579120475583115
0.08	0.014400253849340374
0.08	0.014399619490979001
0.08	0.4257911637720869
0.08	0.014399710210323527
0.08	0.014402133268454789
0.08	0.01440014142878319
0.08	0.425791283766107
0.08	0.014400453938238293
0.08	0.014274222077365463
0.08	0.014402127650655648
0.08	0.014266950097446312
0.08	0.014402477224687368
0.08	0.014249952872241888
0.08	0.4257912829531763
0.08	0.01440206403666536
0.08	0.42578877912889146
0.08	0.014402192018820587
0.08	0.014279229446538848
0.08	0.014343731947055984
0.08	0.014401451973532254
0.08	0.014400115127689846
0.08	0.01440036886878518
0.08	0.014398501035517541
0.08	0.014245546073863425
0.08	0.014399582006421373
0.08	0.42579030629538006
0.08	0.42578881725689344
0.08	0.014255703944131521
0.08	0.014240219350340946
0.08	0.01440193011721299
0.08	0.014265963711925183
0.08	0.014401676092736525
0.08	0.014245814673112983
0.08	0.014399995799672102
0.08	0.014268334170846612
0.08	0.4257905969003347
0.08	0.014400345199352918
0.08	0.01440068116976693
0.08	0.014243558980076522
0.09	0.014456364093340196
0.09	0.014398180913351233
0.09	0.014242016496491131
0.09	0.014402225581152403
0.09	0.014280678955282775
0.09	0.014279412995213339
0.09	0.014245137139971302
0.09	0.014399508494728023
0.09	0.014266283665141379
0.09	0.014401111169355184
0.09	0.014243623901429931
0.09	0.42579138716654513
0.09	0.42579115649177
0.09	0.014401020816898966
0.09	0.014399405397078513
0.09	0.014280333765351996
0.09	0.42578030024534347
0.09	0.014338160387010572
0.09	0.014401149229599362
0.09	0.014456282256329986
0.09	0.014400224970460198
0.09	0.014401300423857039
0.09	0.014397966281771719
0.09	0.42578952371460854
0.09	0.014256921646065254
0.09	0.01440199617528048
0.09	0.014402240423099807
0.09	0.425781399511866
0.09	0.014246928777087619
0.09	0.01425354651423462
0.09	0.014243181962187806
0.09	0.014400159433572453
0.09	0.01440195041551421
0.09	0.01434409613655614
0.09	0.014243582182385493
0.09	0.42579132685982635
0.09	0.014260500886871051
0.09	0.01439995215045064
0.09	0.014246366023611526
0.09	0.014342745408954263
0.09	0.42578085911007385
0.09	0.014400635743419302
0.09	0.014401518297780268
0.09	0.014400863142184719
0.09	0.42578378044279874
0.09	0.01440226866672722
0.09	0.014245690886465903
0.09	0.014400885676531062
0.09	0.014241889837713753
0.09	0.014401216094213678
0.09	0.4257912174119874
0.09	0.014240450170240289
0.09	0.42579088679837473
0.09	0.014400207593198303
0.09	0.014261693401651926
0.09	0.014245866060250184
0.09	0.014249804441811714
0.09	0.01440012392062709
0.09	0.014248065612902993
0.09	0.014402260808466221
0.09	0.425790523914007
0.09	0.014245314986485156
0.09	0.01440008199562047
0.09	0.014243715478671462
0.09	0.42579134334035285
0.09	0.0143995702326597
0.09	0.014263408351733842
0.09	0.014400453457678273
0.09	0.4257916105375232
0.09	0.014244429705740967
0.09	0.01427155966615851
0.09	0.014271575762061976
0.09	0.01424086746849027
0.09	0.014400680800426667
0.09	0.014400050774646306
0.09	0.014338996938259784
0.09	0.014400115751831066
0.09	0.014278874667519686
0.09	0.014247454069733174
0.09	0.0142505140024588
0.09	0.014275683515581797
0.09	0.014249397061325126
0.09	0.42579101147638343
0.09	0.4257705247987046
0.09	0.014399659258201247
0.09	0.014266015971201461
0.09	0.014249513524457268
0.09	0.01440240200846677
0.09	0.4257913547522706
0.09	0.014343065278632652
0.09	0.014401849769508666
0.09	0.01440219484141946
0.09	0.014402019777435403
0.09	0.01440231469100037
0.09	0.014250095071157218
0.09	0.014275418566710262
0.09	0.42579118645286057
0.09	0.4257910908486978
0.09	0.014278044234417846
0.09	0.014247207455242853
0.1	0.014400498265326769
0.1	0.014398721679323802
0.1	0.014400224106462065
0.1	0.014400502283321095
0.1	0.014399918302427329
0.1	0.425786658272391
0.1	0.014399937795782016
0.1	0.014272660990467185
0.1	0.014260926414850543
0.1	0.014399886257267867
0.1	0.014401807506517188
0.1	0.014268379008566064
0.1	0.014399757765536267
0.1	0.014398907015811604
0.1	0.014260341668875126
0.1	0.014402183739854746
0.1	0.4257911599126492
0.1	0.014280837625093216
0.1	0.014344339989804526
0.1	0.014279443000694482
0.1	0.014399722266507684
0.1	0.014456216694812455
0.1	0.014402113418388028
0.1	0.014402022084238355
0.1	0.014400176165891652
0.1	0.42576400628414474
0.1	0.014400255550620068
0.1	0.014244194249861569
0.1	0.014399934194355443
0.1	0.014400657760254674
0.1	0.42575822093580795
0.1	0.01440088051934578
0.1	0.01424700213429696
0.1	0.4257780893877004
0.1	0.01440005987990951
0.1	0.014402043926388995
0.1	0.42579106101313735
0.1	0.014402365509166109
0.1	0.014252374024160321
0.1	0.014251995537402449
0.1	0.4257912767808189
0.1	0.01424496712897104
0.1	0.014400788611263014
0.1	0.01440053721542808
0.1	0.014400341499882376
0.1	0.014400975054679842
0.1	0.014400886781927235
0.1	0.01424923129105352
0.1	0.014266385725328864
0.1	0.0144561792604462
0.1	0.01425047879610367
0.1	0.014248132813369906
0.1	0.42579138169863806
0.1	0.4257909566620432
0.1	0.4257770949562574
0.1	0.014400292248965186
0.1	0.014337629874112924
0.1	0.014245910070446233
0.1	0.014402368289363962
0.1	0.014401040633751144
0.1	0.014399701737374166
0.1	0.014400478860832459
0.1	0.01440029440432924
0.1	0.014399783517739776
0.1	0.014272478768548652
0.1	0.014400331306462974
0.1	0.014269777043119842
0.1	0.014400159482471375
0.1	0.42579076454134085
0.1	0.42579081961616533
0.1	0.014400559787119828
0.1	0.014243612358356372
0.1	0.01427429663382624
0.1	0.014245711103718948
0.1	0.01424688898100956
0.1	0.01424551243663328
0.1	0.01427217841677164
0.1	0.014276597324774539
0.1	0.014456747433936547
0.1	0.014248869130431583
0.1	0.014400190309704823
0.1	0.014344572023742737
0.1	0.425791092455106
0.1	0.014400090805291605
0.1	0.014247627732846732
0.1	0.014400758002840687
0.1	0.014250869085199253
0.1	0.014456105981784255
0.1	0.42578762999119685
0.1	0.42578025139669695
0.1	0.4257916415446355
0.1	0.0143995253852782
0.1	0.0144014207704726
0.1	0.014278607341257058
0.1	0.014264515496438056
0.1	0.42579130803342496
0.1	0.014240024228390756
0.1	0.014263408673047071
0.1	0.014251159818348114
