Noise	Error
0.1	0.014245024035383852
0.2	0.014400538004669283
0.2	0.4257914638758504
0.2	0.014399038069520415
0.2	0.01439980017895636
0.2	0.014399973045204784
0.2	0.4257912996692738
0.2	0.014245524301909871
0.2	0.014399652415737181
0.2	0.014399623720076233
0.2	0.014401145296783418
0.2	0.014247891408174087
0.2	0.42579095434201036
0.2	0.42579113234067406
0.2	0.4257904699935617
0.2	0.01427871238530532
0.2	0.01440222085796811
0.2	0.014263683810291583
0.2	0.014249145607517423
0.2	0.01424954392154329
0.2	0.014342921686452062
0.2	0.014402285135691802
0.2	0.4257908972745276
0.2	0.4257907072201298
0.2	0.42579104801523104
0.2	0.014400181279006451
0.2	0.01424308018568438
0.2	0.014256763564223309
0.2	0.01445529963337195
0.2	0.014244585618694492
0.2	0.42578895821179275
0.2	0.01440069513615921
0.2	0.014261060757085359
0.2	0.014256271848656518
0.2	0.014242298370879055
0.2	0.014249418813082993
0.2	0.014247534372372334
0.2	0.014279521886042151
0.2	0.42578611084548423
0.2	0.014399712205710676
0.2	0.014248434841824982
0.2	0.014279472279555146
0.2	0.01439973152557912
0.2	0.014397902865257996
0.2	0.014400398585939335
0.2	0.01440078743101713
0.2	0.014455628068120235
0.2	0.014279128973466965
0.2	0.42578216214729797
0.2	0.01439998865609878
0.2	0.42578736110918364
0.2	0.4257914511258839
0.2	0.014277656775707755
0.2	0.014400101213861965
0.2	0.01439988477846991
0.2	0.014243206510078444
0.2	0.014274015411237063
0.2	0.014248726795236255
0.2	0.014400739956405938
0.2	0.014399654783776937
0.2	0.014250752914824463
0.2	0.014344373660473619
0.2	0.014337904354486508
0.2	0.014456646754886358
0.2	0.014243704490510165
0.2	0.014400690273399302
0.2	0.014272419269110536
0.2	0.01439983249428038
0.2	0.4257909479324498
0.2	0.014239600787102272
0.2	0.014402260981531632
0.2	0.014400457201444032
0.2	0.014399278166868985
0.2	0.4257635576849991
0.2	0.014400304312894529
0.2	0.014251052519165591
0.2	0.014400087685475538
0.2	0.014399850038480742
0.2	0.014244749847720822
0.2	0.4257857081867611
0.2	0.01426602214551448
0.2	0.42579129013014344
0.2	0.014400789113254285
0.2	0.014242701432424728
0.2	0.4257908604893909
0.2	0.014402168956777456
0.2	0.4257913654702957
0.2	0.01425766609883925
0.2	0.014241829517236947
0.2	0.014266028101632675
0.2	0.014400208019685291
0.2	0.014400217772331216
0.2	0.014455561277545286
0.2	0.4257909743706224
0.2	0.4257902575352295
0.2	0.42578902010530456
0.2	0.014280113785670193
0.2	0.014280437420295779
0.2	0.01427542809694501
0.2	0.014400100818669943
0.2	0.014338495637862768
0.30000000000000004	0.014401855678000598
0.30000000000000004	0.014278684196922763
0.30000000000000004	0.014244390124873559
0.30000000000000004	0.42577558488986245
0.30000000000000004	0.014246466593962344
0.30000000000000004	0.014243121381273757
0.30000000000000004	0.4257914351514522
0.30000000000000004	0.014401220199019764
0.30000000000000004	0.014248941435835988
0.30000000000000004	0.42579130047664054
0.30000000000000004	0.014402378802595485
0.30000000000000004	0.01439939761904513
0.30000000000000004	0.01426930407576101
0.30000000000000004	0.014344305353089361
0.30000000000000004	0.014275926732970947
0.30000000000000004	0.4257907421822599
0.30000000000000004	0.014274141820511732
0.30000000000000004	0.014279462263105658
0.30000000000000004	0.014270203674560153
0.30000000000000004	0.01440188724883738
0.30000000000000004	0.01440000784239827
0.30000000000000004	0.014337439777736573
0.30000000000000004	0.014399728239002416
0.30000000000000004	0.01440026586208287
0.30000000000000004	0.014252034588568822
0.30000000000000004	0.014400453460247944
0.30000000000000004	0.01424600158722032
0.30000000000000004	0.014243424143387457
0.30000000000000004	0.42579127637185815
0.30000000000000004	0.42579080170936834
0.30000000000000004	0.014244026349039911
0.30000000000000004	0.0144016803715099
0.30000000000000004	0.01439993537205525
0.30000000000000004	0.014344358278292566
0.30000000000000004	0.014400160403774316
0.30000000000000004	0.01424814720110342
0.30000000000000004	0.01439972094345177
0.30000000000000004	0.014337028159941385
0.30000000000000004	0.01427540834591924
0.30000000000000004	0.014344162584939767
0.30000000000000004	0.014399939794359386
0.30000000000000004	0.014401930775600078
0.30000000000000004	0.014402160160492382
0.30000000000000004	0.014244959663675292
0.30000000000000004	0.014399795620238057
0.30000000000000004	0.014248368418876027
0.30000000000000004	0.014263830932365286
0.30000000000000004	0.42579116943205353
0.30000000000000004	0.014399534300633907
0.30000000000000004	0.014400237073782582
0.30000000000000004	0.014251163108263852
0.30000000000000004	0.014400037855952804
0.30000000000000004	0.014456741951541001
0.30000000000000004	0.014399932982353824
0.30000000000000004	0.014274684435338471
0.30000000000000004	0.014278397089262025
0.30000000000000004	0.014246403302736407
0.30000000000000004	0.014399262472752507
0.30000000000000004	0.014278832312433926
0.30000000000000004	0.014244383988488634
0.30000000000000004	0.014399829130780457
0.30000000000000004	0.014399659689710418
0.30000000000000004	0.01439983519597708
0.30000000000000004	0.014245299616268383
0.30000000000000004	0.014401180217697464
0.30000000000000004	0.42576249127303784
0.30000000000000004	0.014400723246434304
0.30000000000000004	0.014400278440189946
0.30000000000000004	0.01440029045773371
0.30000000000000004	0.4257913821615325
0.30000000000000004	0.4257913997077418
0.30000000000000004	0.4257904052887833
0.30000000000000004	0.014400362008177651
0.30000000000000004	0.014400113422108075
0.30000000000000004	0.014280134296522902
0.30000000000000004	0.014270494181586615
0.30000000000000004	0.014265603243396908
0.30000000000000004	0.014402551477903999
0.30000000000000004	0.014401211528802358
0.30000000000000004	0.014402526961762526
0.30000000000000004	0.01424120627520393
0.30000000000000004	0.014401332126001207
0.30000000000000004	0.01439995663858784
0.30000000000000004	0.42579105941568585
0.30000000000000004	0.014277320301527022
0.30000000000000004	0.01440017065067427
0.30000000000000004	0.4257909821108731
0.30000000000000004	0.01440201215768288
0.30000000000000004	0.014275353111072288
0.30000000000000004	0.014401930726290141
0.30000000000000004	0.014273531686896778
0.30000000000000004	0.014397998264261648
0.30000000000000004	0.014399746833094603
0.30000000000000004	0.014245969214134645
0.30000000000000004	0.42578561654574726
0.30000000000000004	0.014246436619203814
0.30000000000000004	0.42578987387087247
0.30000000000000004	0.014242669111606201
0.30000000000000004	0.014400762999129424
0.30000000000000004	0.014400185985331028
0.4	0.4257914079160413
0.4	0.4257914918981559
0.4	0.014400609397199537
0.4	0.014243592233166263
0.4	0.014277574888437958
0.4	0.014400659298222722
0.4	0.014263431845064789
0.4	0.014399778027522788
0.4	0.01424028790737447
0.4	0.01440002171586553
0.4	0.014399858056884578
0.4	0.4257908293098544
0.4	0.014245383179328556
0.4	0.4257909310754524
0.4	0.014247257330908859
0.4	0.014401951930164098
0.4	0.014268996849339901
0.4	0.014338599692132697
0.4	0.014244849795283412
0.4	0.014276972121157527
0.4	0.42579121249549196
0.4	0.01439961521699196
0.4	0.01440201209143543
0.4	0.014338414425366978
0.4	0.014401807943528768
0.4	0.4257910628155258
0.4	0.014401880481061691
0.4	0.42577592085076693
0.4	0.014400662932024341
0.4	0.014246424734556486
0.4	0.014279914941373447
0.4	0.01439991001632917
0.4	0.01433881709960966
0.4	0.014271718334874877
0.4	0.014402223893725282
0.4	0.014400102615208183
0.4	0.01440023380574836
0.4	0.014245817443845723
0.4	0.01424796399989722
0.4	0.014244736756229965
0.4	0.4257908383720304
0.4	0.014244516616393789
0.4	0.014273697045362486
0.4	0.27059697428695734
0.4	0.014400261823144389
0.4	0.014252894303072984
0.4	0.014399979147941723
0.4	0.014402264209828318
0.4	0.01440025785024649
0.4	0.014402046765173222
0.4	0.014338221421353227
0.4	0.4257911905786131
0.4	0.01427376592048297
0.4	0.014400203987712868
0.4	0.014247521175394752
0.4	0.014402045164603002
0.4	0.0142665619755052
0.4	0.014399848932628745
0.4	0.014243407417516033
0.4	0.014248485851303167
0.4	0.42579158889195384
0.4	0.014239977317962447
0.4	0.014400374513521535
0.4	0.014246744544942957
0.4	0.014401109470984084
0.4	0.014399296462520118
0.4	0.014401367644672614
0.4	0.014400365113034733
0.4	0.01440022229473499
0.4	0.4257896165554329
0.4	0.014399959552910716
0.4	0.014400155114697263
0.4	0.014275743028861063
0.4	0.014400537819615155
0.4	0.014246702302995788
0.4	0.4257548339888984
0.4	0.01439988514221805
0.4	0.014243069223349681
0.4	0.014245854454250386
0.4	0.014400670082066308
0.4	0.014279712832761306
0.4	0.4257893229397968
0.4	0.014245283942284572
0.4	0.014400389126786773
0.4	0.014400798189808097
0.4	0.014267839139775446
0.4	0.014401434700242752
0.4	0.014242386902558938
0.4	0.014402017408209756
0.4	0.014271482950700496
0.4	0.014400646099649665
0.4	0.425791101203514
0.4	0.014338454827091184
0.4	0.014242908400255052
0.4	0.014401876528634405
0.4	0.014402449413624814
0.4	0.014260255953079013
0.4	0.014400672744705635
0.4	0.014272784012680595
0.4	0.014248182910348841
0.5	0.014398176950529825
0.5	0.4257888639515157
0.5	0.01440073740412405
0.5	0.4257910730201492
0.5	0.01440172068856262
0.5	0.01440031305585959
0.5	0.014279796162275392
0.5	0.014338676075971855
0.5	0.014399782311466705
0.5	0.014401958556883147
0.5	0.014249125933642795
0.5	0.01439941613125432
0.5	0.014398563683486108
0.5	0.014265388874508273
0.5	0.014250636982289898
0.5	0.014400157400530718
0.5	0.014264270278625344
0.5	0.01424249877984861
0.5	0.014267376231013169
0.5	0.01425950811609715
0.5	0.014400372839834502
0.5	0.42579078150156113
0.5	0.014398474406514965
0.5	0.014399911640202745
0.5	0.014399738708089504
0.5	0.4257916130292212
0.5	0.4257910341347149
0.5	0.014401009776664475
0.5	0.014250702231094054
0.5	0.014399668778424232
0.5	0.014281112683375053
0.5	0.01424653955577365
0.5	0.4257893475577595
0.5	0.42579129059928666
0.5	0.014277104724169763
0.5	0.014456484864306415
0.5	0.014401518822518482
0.5	0.014245745823369895
0.5	0.4257913017325514
0.5	0.01439994790898294
0.5	0.014400410672888242
0.5	0.014279407088464237
0.5	0.014399682133903705
0.5	0.01424910870271727
0.5	0.014400211534924998
0.5	0.014250963113081955
0.5	0.4257910181999751
0.5	0.425786942223582
0.5	0.01426213641066925
0.5	0.42579048830701566
0.5	0.014400934411324883
0.5	0.01440021472182494
0.5	0.4257910396913676
0.5	0.014402304011021529
0.5	0.01440025831656616
0.5	0.014401820821677938
0.5	0.014251454009716011
0.5	0.01445662983179673
0.5	0.014400343153146426
0.5	0.014241133167778653
0.5	0.014399991197020992
0.5	0.014240805317977858
0.5	0.014278764206802576
0.5	0.014279058968533835
0.5	0.014399752679102503
0.5	0.014400290741274633
0.5	0.014402297648085342
0.5	0.014338774276513836
0.5	0.014279843072925446
0.5	0.42579088350363503
0.5	0.014277651779770988
0.5	0.014399906525477343
0.5	0.014400067004109368
0.5	0.0142808006961806
0.5	0.4257905789364426
0.5	0.42579130468875087
0.5	0.014274673009145793
0.5	0.01440210440378896
0.5	0.01433946991453594
0.5	0.014238943871515478
0.5	0.4257911447727399
0.5	0.014399653321806658
0.5	0.014400332091798572
0.5	0.014399742501263024
0.5	0.014401340038529026
0.5	0.01425075559562598
0.5	0.42578765510166716
0.5	0.014280516530907573
0.5	0.014239975094004487
0.5	0.014257565073275164
0.5	0.014400351511279521
0.5	0.014278914945776738
0.5	0.01426122686320579
0.5	0.01440206909780629
0.5	0.01440221494666179
0.5	0.4257859418782784
0.5	0.01439970531447572
0.5	0.014399966769499744
0.5	0.014401912013362217
0.5	0.4257928252922162
0.6	0.42579142066071274
0.6	0.4257910579006955
0.6	0.2706015518333623
0.6	0.014399732470006395
0.6	0.01445402525484715
0.6	0.01440143471535032
0.6	0.014400071697592432
0.6	0.014399938807567956
0.6	0.014399498086372725
0.6	0.014249793883757215
0.6	0.01425977001049022
0.6	0.4257912009505107
0.6	0.014279842088458188
0.6	0.014401971126324442
0.6	0.01424182111436934
0.6	0.01427756554857275
0.6	0.014243150607541756
0.6	0.014277417542786257
0.6	0.014401815119691002
0.6	0.014254897509543327
0.6	0.014244813748169466
0.6	0.014240747556068682
0.6	0.014257484200509448
0.6	0.014401907994805362
0.6	0.4257911984982806
0.6	0.014399937062734776
0.6	0.42579152258384245
0.6	0.014338651909209528
0.6	0.42578970467178057
0.6	0.014399786192363505
0.6	0.0142799569369417
0.6	0.014400052742910967
0.6	0.014276269411734809
0.6	0.014399806403576632
0.6	0.014248821387219843
0.6	0.014399877283002726
0.6	0.014280327288831517
0.6	0.4257933898697889
0.6	0.014261562700012694
0.6	0.01424677427162022
0.6	0.014402216201633088
0.6	0.014401716659127537
0.6	0.014399974522584156
0.6	0.014273005231613326
0.6	0.014249289555151355
0.6	0.014402033062712028
0.6	0.01427843892881939
0.6	0.014278862165225703
0.6	0.014399842264311203
0.6	0.014280618967210057
0.6	0.014401620402178725
0.6	0.4257787764597871
0.6	0.4257856389928331
0.6	0.014246624984248153
0.6	0.4257883497277653
0.6	0.014248599468209059
0.6	0.014247890858231688
0.6	0.014399716078371493
0.6	0.01424260951589003
0.6	0.014398654756077604
0.6	0.42579088816292693
0.6	0.4257912092053673
0.6	0.014400710691655981
0.6	0.01440003169411545
0.6	0.014400427398144051
0.6	0.014399177219487962
0.6	0.014279633341631397
0.6	0.014401759254913675
0.6	0.014245459080147233
0.6	0.4257909652731288
0.6	0.014399566796573152
0.6	0.014241441744077384
0.6	0.4257912103809731
0.6	0.4257914289405317
0.6	0.014402107717556975
0.6	0.014248477126107741
0.6	0.014246897967690441
0.6	0.01424866545653148
0.6	0.014399813689245958
0.6	0.014399593240821603
0.6	0.014250744542336075
0.6	0.4257913762847556
0.6	0.014278050222385694
0.6	0.014400477416152479
0.6	0.01425124531291898
0.6	0.014241885617518001
0.6	0.014400392451758118
0.6	0.014279857199387794
0.6	0.014245417727822072
0.6	0.014401931782852434
0.6	0.42579094549943475
0.6	0.014400047812416647
0.6	0.42578750111257824
0.6	0.014401812294802788
0.6	0.014399896298542297
0.6	0.014399983581985678
0.6	0.01426798327838795
0.6	0.014400614572766833
0.6	0.01440207761985623
0.6	0.01440219854741553
0.7000000000000001	0.4257916562902993
0.7000000000000001	0.4257911152713376
0.7000000000000001	0.014399421107915047
0.7000000000000001	0.014397969505681668
0.7000000000000001	0.014400151076457915
0.7000000000000001	0.014400127426389764
0.7000000000000001	0.014455762313558197
0.7000000000000001	0.014399650946643925
0.7000000000000001	0.014241111063459504
0.7000000000000001	0.014399551718255882
0.7000000000000001	0.014399789191896066
0.7000000000000001	0.014400214715726358
0.7000000000000001	0.014400591017409372
0.7000000000000001	0.014250642288520014
0.7000000000000001	0.42579107765464047
0.7000000000000001	0.014401001543940181
0.7000000000000001	0.42579073204700657
0.7000000000000001	0.014280285338712024
0.7000000000000001	0.014249210437042522
0.7000000000000001	0.014244406401425979
0.7000000000000001	0.014263538611742373
0.7000000000000001	0.42578451454188043
0.7000000000000001	0.014400749406152163
0.7000000000000001	0.014399958080836663
0.7000000000000001	0.425791261466932
0.7000000000000001	0.014400265356594957
0.7000000000000001	0.014400033413418915
0.7000000000000001	0.014250861543073276
0.7000000000000001	0.014243368429545556
0.7000000000000001	0.014344601128341735
0.7000000000000001	0.014401370618885828
0.7000000000000001	0.014249229904110363
0.7000000000000001	0.014276326292930384
0.7000000000000001	0.01424427565698166
0.7000000000000001	0.014269729498723054
0.7000000000000001	0.014401330092534241
0.7000000000000001	0.014344217405166322
0.7000000000000001	0.014340654429156562
0.7000000000000001	0.014248016626219004
0.7000000000000001	0.014247179559867434
0.7000000000000001	0.4257884666425283
0.7000000000000001	0.014402117850942935
0.7000000000000001	0.014400103438001133
0.7000000000000001	0.014241120009502615
0.7000000000000001	0.014399873969824522
0.7000000000000001	0.01424615575007664
0.7000000000000001	0.014401561834426028
0.7000000000000001	0.014399484270972044
0.7000000000000001	0.01439991811067058
0.7000000000000001	0.4257912251611656
0.7000000000000001	0.4257914861142699
0.7000000000000001	0.42578995179825313
0.7000000000000001	0.014261212384967392
0.7000000000000001	0.014251195376785843
0.7000000000000001	0.425790916706196
0.7000000000000001	0.014401715433595691
0.7000000000000001	0.014397963296972908
0.7000000000000001	0.014399829274592806
0.7000000000000001	0.4257870349734159
0.7000000000000001	0.014399522775218969
0.7000000000000001	0.014264532270922182
0.7000000000000001	0.014265698992822123
0.7000000000000001	0.014241958960014213
0.7000000000000001	0.014399445248572297
0.7000000000000001	0.42579129459620396
0.7000000000000001	0.014248447041752849
0.7000000000000001	0.014401830211837016
0.7000000000000001	0.014399974468682991
0.7000000000000001	0.014249817093358333
0.7000000000000001	0.014280020354071152
0.7000000000000001	0.014400553752015873
0.7000000000000001	0.014343621090479283
0.7000000000000001	0.4257913214251193
0.7000000000000001	0.014400553538683804
0.7000000000000001	0.4257910187706114
0.7000000000000001	0.42579034986217607
0.7000000000000001	0.014240229427851896
0.7000000000000001	0.01439974572065448
0.7000000000000001	0.014400795974696325
0.7000000000000001	0.014400126067560906
0.7000000000000001	0.014244015090349012
0.7000000000000001	0.014400728887392937
0.7000000000000001	0.014401923429259698
0.7000000000000001	0.014400373232068135
0.7000000000000001	0.014399637181191721
0.7000000000000001	0.014399036284982136
0.7000000000000001	0.014402300356693461
0.7000000000000001	0.014247008326810634
0.7000000000000001	0.014279595864383255
0.7000000000000001	0.014401836470056335
0.7000000000000001	0.01445610895055142
0.7000000000000001	0.014401570106589798
0.7000000000000001	0.014247731254129398
0.7000000000000001	0.014248615046485566
0.7000000000000001	0.014244437248977998
0.7000000000000001	0.014245868868896241
0.7000000000000001	0.014400312644044788
0.7000000000000001	0.014399500839299164
0.7000000000000001	0.01433728451524133
0.7000000000000001	0.4257892774458969
0.8	0.014400663741611313
0.8	0.014400006353400756
0.8	0.4257883602209797
0.8	0.014400449052598312
0.8	0.014280232887414868
0.8	0.014400120941896891
0.8	0.42576252056053343
0.8	0.014399613178549028
0.8	0.01440056939578666
0.8	0.014402231075607775
0.8	0.01439987110235769
0.8	0.014399676901640002
0.8	0.014400246466937805
0.8	0.014399874503266364
0.8	0.014402390755258763
0.8	0.01424974165315689
0.8	0.014276526747778422
0.8	0.014401899883618407
0.8	0.01440004299677127
0.8	0.014272798822246089
0.8	0.01433814695805382
0.8	0.014400173188908658
0.8	0.014399253707398372
0.8	0.014245952754047882
0.8	0.014400282928536047
0.8	0.014247967131489611
0.8	0.014246180925433456
0.8	0.014245854392046795
0.8	0.014399958361948632
0.8	0.014456610041834052
0.8	0.4257913291704598
0.8	0.014399926138695568
0.8	0.014249029026756467
0.8	0.42579116092690433
0.8	0.014267591099362284
0.8	0.014402117793444729
0.8	0.014242425609418508
0.8	0.014244864057026902
0.8	0.0144564715722807
0.8	0.014401916084942719
0.8	0.01424866116677324
0.8	0.014402372877678066
0.8	0.425790471738659
0.8	0.014280987870488501
0.8	0.0142758458986768
0.8	0.4257910886846038
0.8	0.014399474791443163
0.8	0.014280992326874896
0.8	0.014246166422671055
0.8	0.014344935325315842
0.8	0.4257913885834196
0.8	0.014398655743286269
0.8	0.014399692381485401
0.8	0.014399883321868031
0.8	0.014246298672428343
0.8	0.014273220983561177
0.8	0.014401100616045236
0.8	0.4257913155615237
0.8	0.4257908953141648
0.8	0.01424041185296313
0.8	0.4257914956745285
0.8	0.014247388177033724
0.8	0.014400161994113458
0.8	0.4257913959116931
0.8	0.014401905192186433
0.8	0.01439969145169785
0.8	0.014258217971033438
0.8	0.01440026080888943
0.8	0.0142502855935101
0.8	0.01425956494414221
0.8	0.014399619540450333
0.8	0.014243613220263646
0.8	0.014400588297065637
0.8	0.014402194499693077
0.8	0.014245729329141772
0.8	0.014402229686950268
0.8	0.0142396177367645
0.8	0.014400500136715864
0.8	0.014246114621511336
0.8	0.42579056111150027
0.8	0.014456813322883667
0.8	0.014276693993048246
0.8	0.014242431104275971
0.8	0.014280255180578526
0.8	0.014400160899750578
0.8	0.01445647710941291
0.8	0.014274777685485485
0.8	0.014343577474412342
0.8	0.014402160361418916
0.8	0.0144014260960232
0.8	0.014401147006468766
0.8	0.014250297345029724
0.8	0.014244732695246173
0.8	0.014243903060539983
0.8	0.014279736967403162
0.8	0.014399634557415794
0.8	0.014244167266978077
0.8	0.014246772476429715
0.8	0.014400043111935986
0.8	0.014245465726579259
0.9	0.42579129055633474
0.9	0.014399703601504386
0.9	0.4257914952942173
0.9	0.01440253339481252
0.9	0.014240148193586533
0.9	0.4257915116336434
0.9	0.014270731358105125
0.9	0.01440244413450514
0.9	0.014401358800616867
0.9	0.014400221005209624
0.9	0.014243825237842258
0.9	0.014252235838354955
0.9	0.014246546571277587
0.9	0.014247365163530356
0.9	0.014338322157324966
0.9	0.014402117434561884
0.9	0.01440193549651729
0.9	0.4257910010615246
0.9	0.01424622294035012
0.9	0.014250775829099739
0.9	0.425782191956429
0.9	0.01439872693360122
0.9	0.014243982650761187
0.9	0.4257911484334834
0.9	0.42579112635381416
0.9	0.014279371422993934
0.9	0.01439975118100537
0.9	0.014400123831672162
0.9	0.014400989920323464
0.9	0.014402260951520982
0.9	0.01426031862108429
0.9	0.014400544650174704
0.9	0.014271550816870782
0.9	0.01427593019135663
0.9	0.01434727562434569
0.9	0.014248106778286453
0.9	0.014246293523720945
0.9	0.014278897671278871
0.9	0.014454554024075725
0.9	0.014244203454189107
0.9	0.01440178000228886
0.9	0.014400137196134552
0.9	0.014273978488720302
0.9	0.014399796284064207
0.9	0.014399664048040967
0.9	0.014257859835234686
0.9	0.42577625226291754
0.9	0.0143997460937467
0.9	0.014243173782484193
0.9	0.4257911406275818
0.9	0.014399169585490616
0.9	0.4257899221642368
0.9	0.014397900691000281
0.9	0.01440093692304555
0.9	0.014400175668640314
0.9	0.014400177486821276
0.9	0.014399803200309817
0.9	0.014399864426765871
0.9	0.014264572366075295
0.9	0.014400054766168492
0.9	0.014342790195835634
0.9	0.014399983659980704
0.9	0.0142468707167416
0.9	0.014399847929252623
0.9	0.014402410037090158
0.9	0.014280202741955888
0.9	0.014400561585259326
0.9	0.014260315975047358
0.9	0.014246909081280307
0.9	0.014243294372451669
0.9	0.01424471270917713
0.9	0.0144001479220636
0.9	0.014239558373658567
0.9	0.014248557525055433
0.9	0.4257916265450591
0.9	0.014401207602430225
0.9	0.014275181772216044
0.9	0.014402036600537132
0.9	0.42579072965190506
0.9	0.014243107725315923
0.9	0.014244629674889332
0.9	0.014401028664237201
0.9	0.014399952156570212
0.9	0.01440023750207022
0.9	0.01440089226002298
0.9	0.4257908576043318
0.9	0.014402241045015361
0.9	0.4257911855420385
0.9	0.014249659673827722
0.9	0.014276812456800606
0.9	0.01440140358523344
0.9	0.4257880502914031
0.9	0.01439955659956181
0.9	0.014399918737462662
0.9	0.014400815408521069
0.9	0.01424276247188421
0.9	0.01440000228870271
0.9	0.0143998869938858
0.9	0.01427957096932864
0.9	0.01427791812778877
1.0	0.014400507377817007
1.0	0.01440054998905468
1.0	0.014339177455631714
1.0	0.014401399317009796
1.0	0.4257912336641975
1.0	0.014343826140731113
1.0	0.014399855725439732
1.0	0.4257911049297147
1.0	0.4257910810905833
1.0	0.01439957675477475
1.0	0.014456543726394018
1.0	0.014275142709038853
1.0	0.014399824922281548
1.0	0.4258006144741288
1.0	0.014250177158074235
1.0	0.01433881717997411
1.0	0.014263647428524689
1.0	0.014400178094437903
1.0	0.014402359019207039
1.0	0.014247702757758824
1.0	0.4257905579606211
1.0	0.014399617379674748
1.0	0.014401070567728042
1.0	0.014267667903425438
1.0	0.014247595506549816
1.0	0.014400035371685901
1.0	0.4257852237006064
1.0	0.014246050923633118
1.0	0.014402293229366278
1.0	0.014399553091526168
1.0	0.014247604281157166
1.0	0.014399888205172136
1.0	0.01440205453711158
1.0	0.014402421403950887
1.0	0.014399247588262184
1.0	0.014279935177539725
1.0	0.425785593229097
1.0	0.014401215622640346
1.0	0.42579125029849857
1.0	0.014279557362092668
1.0	0.014399618015384441
1.0	0.4257910411691769
1.0	0.014277955980990307
1.0	0.01427928396303898
1.0	0.42579152033823936
1.0	0.014398384333902666
1.0	0.014399982889990151
1.0	0.42578257550108267
1.0	0.014400491432957581
1.0	0.014241542492278788
1.0	0.4257950871660181
1.0	0.014247347917925968
1.0	0.014259190119810231
1.0	0.01428068546611941
1.0	0.014275062774232588
1.0	0.014400196832804114
1.0	0.42579475462916017
1.0	0.014400227495259649
1.0	0.014400541791980357
1.0	0.014400205172318652
1.0	0.014337779139848477
1.0	0.014399404728194395
1.0	0.42579041122939987
1.0	0.014402148146879056
1.0	0.01440034420726305
1.0	0.425791086454233
1.0	0.014339027083904473
1.0	0.014244956236944549
1.0	0.014244553245020733
1.0	0.014455720922789066
1.0	0.42578685248863235
1.0	0.01433837461781241
1.0	0.42579172061093384
1.0	0.0144025174106578
1.0	0.42579113441719296
1.0	0.014250990184307937
1.0	0.4257915064939387
1.0	0.014244067246701856
1.0	0.014242795508226828
1.0	0.014276014410843014
1.0	0.014400042337163672
1.0	0.014402024017853517
1.0	0.014400713995652006
1.0	0.014399772146657582
1.0	0.4257917262665407
1.0	0.4257911869517993
1.0	0.014344656203553043
1.0	0.014402494652664449
1.0	0.014400074231433824
1.0	0.014456060594143514
1.0	0.014242216536502515
1.0	0.014400215720725928
1.0	0.01440004078320471
1.0	0.01426339796208538
1.0	0.014335495586660004
1.0	0.014400137979085487
1.0	0.014275030754920768
1.0	0.01427701197648355
1.0	0.014280372677725308
1.0	0.01424816665335514
